relevamiento,variable,unidad,unidad_norm,periodo_tipo,fecha_objetivo,horizonte_meses,mediana,promedio,p10,p90,real,error,abs_error,error_rel_pct,dentro_p10_p90,serie_real,agregacion,comparable
2025-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-02-28,0,2.324825382204391,2.28023640870052,1.99704292036181,2.595,2.9203528091388264,0.5955274269344355,0.5955274269344355,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-09,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-03-31,6,2.904999999999996,2.996600825851445,1.766,4.045,3.192790242688948,0.28779024268895226,0.28779024268895226,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-03-31,5,2.641467618754852,2.797586192315241,1.61,3.940000000000001,3.192790242688948,0.5513226239340963,0.5513226239340963,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-03-31,4,2.42,2.490948827495866,1.62,2.9,3.192790242688948,0.7727902426889481,0.7727902426889481,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-03-31,3,2.1,2.235654468386953,1.6,2.796,3.192790242688948,1.092790242688948,1.092790242688948,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-03-31,2,2.0,2.071078266424514,1.6,2.4,3.192790242688948,1.192790242688948,1.192790242688948,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-03-31,1,2.015,2.006957359801663,1.7,2.3,3.192790242688948,1.177790242688948,1.177790242688948,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-03-31,0,2.55,2.525402726370497,2.140032241383954,2.88,3.192790242688948,0.6427902426889482,0.6427902426889482,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-04-30,6,2.48,2.752212602178187,1.71,4.020000000000001,3.214715966420268,0.7347159664202678,0.7347159664202678,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-04-30,5,2.215248429598062,2.433741370157767,1.54,2.88,3.214715966420268,0.9994675368222059,0.9994675368222059,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-04-30,4,1.94,2.018059221190008,1.5,2.413145293409643,3.214715966420268,1.2747159664202679,1.2747159664202679,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-04-30,3,1.863269017620421,1.937312508191374,1.5,2.296696937928943,3.214715966420268,1.3514469487998468,1.3514469487998468,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-04-30,2,1.825025291448955,1.864554622763603,1.5,2.118,3.214715966420268,1.3896906749713127,1.3896906749713127,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-04-30,1,2.2,2.361096391244395,1.873,2.864068232911089,3.214715966420268,1.0147159664202676,1.0147159664202676,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-04-30,0,3.1,3.088758181792703,2.668738440362792,3.5,3.214715966420268,0.11471596642026771,0.11471596642026771,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-05-31,6,2.0,2.078983578207445,1.5,2.56,2.1972650333935477,0.19726503339354773,0.19726503339354773,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-05-31,5,1.844253794597571,1.837425940243704,1.28,2.300047005834116,2.1972650333935477,0.35301123879597673,0.35301123879597673,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-05-31,4,1.72,1.730304253451882,1.3,2.09,2.1972650333935477,0.47726503339354776,0.47726503339354776,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-05-31,3,1.710895712854885,1.721511239243394,1.4,2.0,2.1972650333935477,0.4863693205386628,0.4863693205386628,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-05-31,2,1.884141083742456,2.180411053031403,1.6,3.732000000000003,2.1972650333935477,0.3131239496510918,0.3131239496510918,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-05-31,1,2.64,2.683343295267156,2.150049602614458,3.124,2.1972650333935477,-0.4427349666064524,0.4427349666064524,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-05,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-05-31,0,2.2,2.244614709420794,1.991485527565203,2.58,2.1972650333935477,-0.002734966606452449,0.002734966606452449,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2024-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-06-30,6,1.797447804206711,1.759637031216856,1.388,2.236746524064047,1.7137349662716073,-0.08371283793510376,0.08371283793510376,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-06-30,5,1.6,1.628822886431625,1.2,2.180000000000001,1.7137349662716073,0.11373496627160717,0.11373496627160717,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-06-30,4,1.6,1.61314475127078,1.3,1.891,1.7137349662716073,0.11373496627160717,0.11373496627160717,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-06-30,3,1.718475978254613,1.85724708035975,1.401836020115329,2.39,1.7137349662716073,-0.004741011983005805,0.004741011983005805,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-06-30,2,2.3,2.314562864898669,1.8,2.934,1.7137349662716073,-0.5862650337283926,0.5862650337283926,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-05,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-06-30,1,1.9,1.929262340105443,1.6694,2.216,1.7137349662716073,-0.18626503372839265,0.18626503372839265,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-06,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-06-30,0,1.930754292803585,1.904897410691721,1.6,2.1,1.7137349662716073,-0.21701932653197775,0.21701932653197775,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-07-31,6,1.5,1.553554836362042,1.2,2.194925553335814,1.4791483194941168,-0.020851680505883152,0.020851680505883152,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-07-31,5,1.5,1.538533235521805,1.2,1.89,1.4791483194941168,-0.020851680505883152,0.020851680505883152,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-07-31,4,1.695659128246478,1.767368751627151,1.325343882392396,2.402500000000001,1.4791483194941168,-0.21651080875236106,0.21651080875236106,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-07-31,3,2.04,2.111351102762335,1.570129648190286,2.7096125,1.4791483194941168,-0.5608516805058832,0.5608516805058832,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-05,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-07-31,2,1.9,1.905512168878452,1.507868657637126,2.47795625,1.4791483194941168,-0.42085168050588306,0.42085168050588306,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-06,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-07-31,1,1.8,1.833547345933844,1.5,2.1886375,1.4791483194941168,-0.3208516805058832,0.3208516805058832,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-07,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-07-31,0,1.823605972911379,1.864956779680505,1.67,2.08,1.4791483194941168,-0.3444576534172621,0.3444576534172621,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-08-31,6,1.495,1.473853950179219,1.2,1.8,2.0449004208132004,0.5499004208132003,0.5499004208132003,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-08-31,5,1.591081555942678,1.631732288535981,1.12,2.127,2.0449004208132004,0.45381886487052236,0.45381886487052236,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-08-31,4,1.84,1.996459573443481,1.326436869138763,2.716,2.0449004208132004,0.20490042081320037,0.20490042081320037,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-05,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-08-31,3,1.8,1.801648360168131,1.358229254928264,2.30581390625,2.0449004208132004,0.2449004208132004,0.2449004208132004,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-06,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-08-31,2,1.706608289051065,1.748820344899664,1.433274532356362,2.15032609375,2.0449004208132004,0.33829213176213546,0.33829213176213546,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-07,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-08-31,1,1.8,1.837912636485895,1.569366481038721,2.202,2.0449004208132004,0.2449004208132004,0.2449004208132004,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-08,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-08-31,0,1.98,1.976183035866774,1.608978700995836,2.323693465774655,2.0449004208132004,0.06490042081320047,0.06490042081320047,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-09-30,6,1.43,1.500426983401689,1.003399556331891,2.0,1.895876192364887,0.4658761923648871,0.4658761923648871,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-09-30,5,1.830792306182973,1.855278501184199,1.3,2.48,1.895876192364887,0.06508388618191407,0.06508388618191407,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-05,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-09-30,4,1.752380462961437,1.742152131403542,1.3,2.162549229891344,1.895876192364887,0.14349572940345,0.14349572940345,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-06,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-09-30,3,1.644999999999998,1.69388644103667,1.346037478069814,2.1,1.895876192364887,0.250876192364889,0.250876192364889,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-07,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-09-30,2,1.74,1.754057255028873,1.5,2.1204,1.895876192364887,0.15587619236488703,0.15587619236488703,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-08,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-09-30,1,1.8,1.805773171566994,1.611706838549968,2.04,1.895876192364887,0.09587619236488698,0.09587619236488698,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-09,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-09-30,0,2.026228858790421,2.113005398866445,1.894,2.492,1.895876192364887,-0.1303526664255341,0.1303526664255341,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-10-31,6,1.8,1.808242724645307,1.22,2.348,2.2167187118103504,0.41671871181035036,0.41671871181035036,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-05,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-10-31,5,1.7,1.683091336245387,1.206294926109701,2.192,2.2167187118103504,0.5167187118103505,0.5167187118103505,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-06,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-10-31,4,1.6630987697696,1.654190192477833,1.232016120691977,2.056,2.2167187118103504,0.5536199420407504,0.5536199420407504,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-07,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-10-31,3,1.7,1.697111747865685,1.4,2.018,2.2167187118103504,0.5167187118103505,0.5167187118103505,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-08,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-10-31,2,1.72,1.734301576108382,1.4,2.0,2.2167187118103504,0.49671871181035043,0.49671871181035043,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-09,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-10-31,1,1.99,2.030950419787115,1.721621303557762,2.4,2.2167187118103504,0.22671871181035042,0.22671871181035042,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-10-31,0,2.1,2.146703303903111,1.9,2.5,2.2167187118103504,0.11671871181035032,0.11671871181035032,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-05,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-11-30,6,1.6,1.734331388581632,1.194,2.38,2.6389973653884624,1.0389973653884623,1.0389973653884623,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-06,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-11-30,5,1.6016303289822,1.73646662432023,1.186,2.362,2.6389973653884624,1.0373670364062624,1.0373670364062624,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-07,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-11-30,4,1.694090083007813,1.73568194475532,1.307614039805867,2.322000000000001,2.6389973653884624,0.9449072823806495,0.9449072823806495,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-08,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-11-30,3,1.78,1.85637174634848,1.267333360516936,2.7638,2.6389973653884624,0.8589973653884624,0.8589973653884624,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-09,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-11-30,2,2.210526315789487,2.245911442592314,1.5,3.0,2.6389973653884624,0.4284710495989752,0.4284710495989752,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-11-30,1,2.0,1.978787247832859,1.657794979508868,2.376,2.6389973653884624,0.6389973653884624,0.6389973653884624,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-11-30,0,2.2,2.19082282826218,1.9,2.465,2.6389973653884624,0.43899736538846224,0.43899736538846224,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-06,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-12-31,6,1.78,1.81208257618764,1.16063492122846,2.37,3.033892113375969,1.2538921133759688,1.2538921133759688,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-07,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-12-31,5,1.7,1.769269428708622,1.243285317658174,2.2424,3.033892113375969,1.333892113375969,1.333892113375969,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-08,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-12-31,4,1.8,1.921404285605071,1.300209751642755,2.8632,3.033892113375969,1.2338921133759688,1.2338921133759688,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-09,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-12-31,3,2.0,2.188702553710625,1.54,3.0,3.033892113375969,1.0338921133759689,1.0338921133759689,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-12-31,2,1.96,2.050495650599548,1.704,2.52,3.033892113375969,1.073892113375969,1.073892113375969,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-12-31,1,2.038351596267739,2.029020758275982,1.674025135285757,2.351,3.033892113375969,0.9955405171082297,0.9955405171082297,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2025-12-31,0,2.3,2.309770575684587,2.091518483142645,2.525,3.033892113375969,0.733892113375969,0.733892113375969,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-07,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-01-31,6,1.5,1.593479572419888,1.104327761700419,2.07,2.630369065853122,1.130369065853122,1.130369065853122,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-08,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-01-31,5,1.698660276855902,1.710230110462143,1.127520697867785,2.2915,2.630369065853122,0.93170878899722,0.93170878899722,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-09,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-01-31,4,1.8,1.900427336528782,1.414189794560885,2.466,2.630369065853122,0.830369065853122,0.830369065853122,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-01-31,3,1.8,1.800019946732134,1.401546748060371,2.236,2.630369065853122,0.830369065853122,0.830369065853122,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-01-31,2,1.85,1.846050825560391,1.489741252917378,2.13,2.630369065853122,0.7803690658531219,0.7803690658531219,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-01-31,1,2.045,2.057359198748964,1.8,2.4,2.630369065853122,0.5853690658531221,0.5853690658531221,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-01-31,0,2.4,2.32424509996486,2.024,2.616,2.630369065853122,0.2303690658531221,0.2303690658531221,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-08,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-02-28,6,1.5,1.482488827757271,1.11598,2.0,3.0753751896320347,1.5753751896320347,1.5753751896320347,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-09,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-02-28,5,1.7,1.673249148564296,1.24,2.079127156861912,3.0753751896320347,1.3753751896320348,1.3753751896320348,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-02-28,4,1.679034543836683,1.676454837976182,1.264,1.976,3.0753751896320347,1.3963406457953518,1.3963406457953518,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-02-28,3,1.7,1.708819562148115,1.356,2.0,3.0753751896320347,1.3753751896320348,1.3753751896320348,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-02-28,2,1.9,1.887144557602896,1.618578317896501,2.123166557627561,3.0753751896320347,1.1753751896320348,1.1753751896320348,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-02-28,1,2.1,2.052234927309424,1.76,2.407595059336405,3.0753751896320347,0.9753751896320346,0.9753751896320346,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-02-28,0,2.477906852987577,2.483727647509389,2.116,2.872,3.0753751896320347,0.5974683366444578,0.5974683366444578,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-09,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-03-31,6,1.7,1.663972334418405,1.264,2.1,3.188945845184365,1.4889458451843651,1.4889458451843651,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-03-31,5,1.7,1.673186790237582,1.382,1.912,3.188945845184365,1.4889458451843651,1.4889458451843651,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-03-31,4,1.727042900336029,1.722520994233253,1.369407933083002,2.058,3.188945845184365,1.461902944848336,1.461902944848336,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-03-31,3,1.89,1.8852041342625,1.545705299836429,2.305,3.188945845184365,1.2989458451843652,1.2989458451843652,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-03-31,2,2.1,2.074496549841692,1.656,2.511664655802034,3.188945845184365,1.088945845184365,1.088945845184365,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-03-31,1,2.36897082503944,2.35363873610802,1.999223018513276,2.7496,3.188945845184365,0.8199750201449252,0.8199750201449252,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-03-31,0,2.872034455593615,2.850709093554792,2.427032096248109,3.3,3.188945845184365,0.31691138959075005,0.31691138959075005,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-10,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-04-30,6,1.5,1.5440133474705,1.24,1.96,2.286474435452468,0.786474435452468,0.786474435452468,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-04-30,5,1.517956787054502,1.56593024998651,1.27,1.879,2.286474435452468,0.7685176483979659,0.7685176483979659,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-04-30,4,1.7,1.761442825428568,1.480419366739598,2.21,2.286474435452468,0.586474435452468,0.586474435452468,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-04-30,3,1.9,1.87279312940171,1.5,2.2,2.286474435452468,0.38647443545246807,0.38647443545246807,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-04-30,2,2.1425,2.104251523861274,1.7,2.4,2.286474435452468,0.1439744354524679,0.1439744354524679,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-04-30,1,2.423835035366698,2.473112228881923,2.088,2.821040724027658,2.286474435452468,-0.13736059991423,0.13736059991423,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-04-30,0,2.572115384615384,2.556038673140553,2.184,2.84,2.286474435452468,-0.28564094916291616,0.28564094916291616,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-11,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-05-31,6,1.4425,1.45182263795532,1.14,1.742,1.9034777326863093,0.46097773268630937,0.46097773268630937,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-05-31,5,1.6,1.655997886785101,1.306325969786606,2.022376188193497,1.9034777326863093,0.3034777326863092,0.3034777326863092,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-05-31,4,1.7,1.699480070937852,1.3,2.024782715309377,1.9034777326863093,0.2034777326863093,0.2034777326863093,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-05-31,3,1.823510666242967,1.899519781558687,1.573,2.315,1.9034777326863093,0.07996706644334228,0.07996706644334228,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-03,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-05-31,2,2.214425872334732,2.225727029627503,1.8,2.6355,1.9034777326863093,-0.3109481396484226,0.3109481396484226,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-04,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-05-31,1,2.3,2.32431181475465,1.896237932828313,2.724,1.9034777326863093,-0.39652226731369056,0.39652226731369056,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-05,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-05-31,0,2.2,2.186987611982687,1.948876890444284,2.40293168539221,1.9034777326863093,-0.2965222673136909,0.2965222673136909,,0.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2025-12,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-06-30,6,1.52,1.550714092059861,1.158462346642386,1.92,1.5695811790507053,0.04958117905070525,0.04958117905070525,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-01,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-06-30,5,1.6,1.602394346352831,1.217706095066095,1.966608018749999,1.5695811790507053,-0.030418820949294822,0.030418820949294822,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
2026-02,IPC_NUCLEO_NAC,var. % mensual,var. % mensual,mes,2026-06-30,4,1.75,1.741965425712545,1.4175,2.125986578598285,1.5695811790507053,-0.18041882094929473,0.18041882094929473,,1.0,IPC_NUCLEO_MENSUAL,dato del mes,True
