relevamiento,variable,unidad,unidad_norm,periodo_tipo,fecha_objetivo,horizonte_meses,mediana,promedio,p10,p90,real,error,abs_error,error_rel_pct,dentro_p10_p90,serie_real,agregacion,comparable
2021-12,IMPORTACIONES,millones de US$,millones de USD,mes,2022-04-30,4,5163.096689035508,5179.809477843059,4621.8202378982,5904.085219175877,6883.0,1719.9033109644924,1719.9033109644924,24.987698837200238,0.0,IMPORTACIONES_MES,dato del mes,True
2022-01,IMPORTACIONES,millones de US$,millones de USD,mes,2022-04-30,3,5292.422347830388,5437.486095477768,5000.0,6035.066934443289,6883.0,1590.5776521696116,1590.5776521696116,23.108784718431085,0.0,IMPORTACIONES_MES,dato del mes,True
2022-02,IMPORTACIONES,millones de US$,millones de USD,mes,2022-04-30,2,5387.684486009795,5497.937517825505,4935.038,5899.073739229202,6883.0,1495.3155139902046,1495.3155139902046,21.72476411434265,0.0,IMPORTACIONES_MES,dato del mes,True
2022-03,IMPORTACIONES,millones de US$,millones de USD,mes,2022-04-30,1,5642.665275906766,5675.697442242365,5150.581179100001,6240.0,6883.0,1240.3347240932344,1240.3347240932344,18.02026331676935,0.0,IMPORTACIONES_MES,dato del mes,True
2022-04,IMPORTACIONES,millones de US$,millones de USD,mes,2022-04-30,0,5849.187964211264,5926.225619694698,5226.4,6660.0,6883.0,1033.8120357887356,1033.8120357887356,15.019788403148853,0.0,IMPORTACIONES_MES,dato del mes,True
2021-11,IMPORTACIONES,millones de US$,millones de USD,mes,2022-05-31,6,5557.0,5539.859509440355,5100.0,5976.668663149092,7886.0,2329.0,2329.0,29.5333502409333,0.0,IMPORTACIONES_MES,dato del mes,True
2021-12,IMPORTACIONES,millones de US$,millones de USD,mes,2022-05-31,5,5607.611654476274,5568.733942487364,4965.201763970606,6207.204113884117,7886.0,2278.3883455237255,2278.3883455237255,28.89155903529959,0.0,IMPORTACIONES_MES,dato del mes,True
2022-01,IMPORTACIONES,millones de US$,millones de USD,mes,2022-05-31,4,5721.5362415,5751.958889855382,5328.189156104275,6247.820607795362,7886.0,2164.4637585,2164.4637585,27.446915527517117,0.0,IMPORTACIONES_MES,dato del mes,True
2022-02,IMPORTACIONES,millones de US$,millones de USD,mes,2022-05-31,3,5793.084841795955,5769.23021216838,5244.868973445046,6245.334475319164,7886.0,2092.915158204045,2092.915158204045,26.539629193558774,0.0,IMPORTACIONES_MES,dato del mes,True
2022-03,IMPORTACIONES,millones de US$,millones de USD,mes,2022-05-31,2,5997.941622915583,6055.955845850116,5494.9,6566.763092843742,7886.0,1888.0583770844169,1888.0583770844169,23.94190181441056,0.0,IMPORTACIONES_MES,dato del mes,True
2022-04,IMPORTACIONES,millones de US$,millones de USD,mes,2022-05-31,1,6169.2,6231.485488179653,5659.8944966,6977.196806602352,7886.0,1716.8000000000002,1716.8000000000002,21.770225716459553,0.0,IMPORTACIONES_MES,dato del mes,True
2022-05,IMPORTACIONES,millones de US$,millones de USD,mes,2022-05-31,0,6512.594,6515.699627679856,5749.6,7349.786817880129,7886.0,1373.406,1373.406,17.415749429368503,0.0,IMPORTACIONES_MES,dato del mes,True
2021-12,IMPORTACIONES,millones de US$,millones de USD,mes,2022-06-30,6,5840.479924299008,5869.121593452298,5447.226656540192,6500.0,8664.0,2823.5200757009916,2823.5200757009916,32.58910521353868,0.0,IMPORTACIONES_MES,dato del mes,True
2022-01,IMPORTACIONES,millones de US$,millones de USD,mes,2022-06-30,5,5922.170651037461,6020.992017934825,5402.815818660973,6859.278499349693,8664.0,2741.8293489625394,2741.8293489625394,31.646229789502993,0.0,IMPORTACIONES_MES,dato del mes,True
2022-02,IMPORTACIONES,millones de US$,millones de USD,mes,2022-06-30,4,5964.22528462697,6078.312139343789,5536.45939437069,6541.39,8664.0,2699.7747153730297,2699.7747153730297,31.160834664970334,0.0,IMPORTACIONES_MES,dato del mes,True
2022-03,IMPORTACIONES,millones de US$,millones de USD,mes,2022-06-30,3,6213.799553787955,6458.788993589785,5811.955,7518.17,8664.0,2450.200446212045,2450.200446212045,28.280245224054074,0.0,IMPORTACIONES_MES,dato del mes,True
2022-04,IMPORTACIONES,millones de US$,millones de USD,mes,2022-06-30,2,6264.0,6583.489547195735,5843.6,7711.592675721909,8664.0,2400.0,2400.0,27.70083102493075,0.0,IMPORTACIONES_MES,dato del mes,True
2022-05,IMPORTACIONES,millones de US$,millones de USD,mes,2022-06-30,1,6680.965,6819.588332106204,5938.745910279482,8269.740712914294,8664.0,1983.0349999999999,1983.0349999999999,22.888215604801477,0.0,IMPORTACIONES_MES,dato del mes,True
2022-06,IMPORTACIONES,millones de US$,millones de USD,mes,2022-06-30,0,7421.0,7355.088525546461,6470.0,8471.17448859409,8664.0,1243.0,1243.0,14.346722068328715,0.0,IMPORTACIONES_MES,dato del mes,True
2022-01,IMPORTACIONES,millones de US$,millones de USD,mes,2022-07-31,6,5963.961145528535,6007.546499936413,5299.515780298193,6465.220256895735,8289.0,2325.038854471465,2325.038854471465,28.049690607690497,0.0,IMPORTACIONES_MES,dato del mes,True
2022-02,IMPORTACIONES,millones de US$,millones de USD,mes,2022-07-31,5,6088.704580028304,6112.889518832638,5474.949671913981,6600.190686533568,8289.0,2200.295419971696,2200.295419971696,26.544763179776766,0.0,IMPORTACIONES_MES,dato del mes,True
2022-03,IMPORTACIONES,millones de US$,millones de USD,mes,2022-07-31,4,6329.0,6378.097888601111,5817.6,7113.29034809139,8289.0,1960.0,1960.0,23.645795632766315,0.0,IMPORTACIONES_MES,dato del mes,True
2022-04,IMPORTACIONES,millones de US$,millones de USD,mes,2022-07-31,3,6309.11,6501.766826303624,5887.2,7376.820018081476,8289.0,1979.8900000000003,1979.8900000000003,23.885752201713117,0.0,IMPORTACIONES_MES,dato del mes,True
2022-05,IMPORTACIONES,millones de US$,millones de USD,mes,2022-07-31,2,6675.5,6785.53727283265,6003.7,7948.000000000001,8289.0,1613.5,1613.5,19.4655567619737,0.0,IMPORTACIONES_MES,dato del mes,True
2022-06,IMPORTACIONES,millones de US$,millones de USD,mes,2022-07-31,1,6945.43982313558,6929.737247997057,6000.0,7733.078949427686,8289.0,1343.56017686442,1343.56017686442,16.20895375635686,0.0,IMPORTACIONES_MES,dato del mes,True
2022-07,IMPORTACIONES,millones de US$,millones de USD,mes,2022-07-31,0,7210.692584055596,7158.797132939021,6282.868000000001,8034.01340507562,8289.0,1078.307415944404,1078.307415944404,13.00889631975394,0.0,IMPORTACIONES_MES,dato del mes,True
2022-02,IMPORTACIONES,millones de US$,millones de USD,mes,2022-08-31,6,6036.85,6007.119739933003,5458.356304976336,6348.84,7837.0,1800.1499999999996,1800.1499999999996,22.96988643613627,0.0,IMPORTACIONES_MES,dato del mes,True
2022-03,IMPORTACIONES,millones de US$,millones de USD,mes,2022-08-31,5,6358.264015493812,6380.099769617304,5806.2,7054.615293845411,7837.0,1478.7359845061883,1478.7359845061883,18.86864851992074,0.0,IMPORTACIONES_MES,dato del mes,True
2022-04,IMPORTACIONES,millones de US$,millones de USD,mes,2022-08-31,4,6330.0,6488.630125932835,5906.8,7322.177736814001,7837.0,1507.0,1507.0,19.229296924843688,0.0,IMPORTACIONES_MES,dato del mes,True
2022-05,IMPORTACIONES,millones de US$,millones de USD,mes,2022-08-31,3,6549.0,6698.547644882623,6004.2,7472.294822523922,7837.0,1288.0,1288.0,16.434860278167665,0.0,IMPORTACIONES_MES,dato del mes,True
2022-06,IMPORTACIONES,millones de US$,millones de USD,mes,2022-08-31,2,6662.611789891444,6822.134740758031,6000.0,7972.9221710175,7837.0,1174.3882101085564,1174.3882101085564,14.985175578774484,1.0,IMPORTACIONES_MES,dato del mes,True
2022-07,IMPORTACIONES,millones de US$,millones de USD,mes,2022-08-31,1,6932.646545208765,6899.118472224141,5990.0,7705.0,7837.0,904.353454791235,904.353454791235,11.539536235692676,0.0,IMPORTACIONES_MES,dato del mes,True
2022-08,IMPORTACIONES,millones de US$,millones de USD,mes,2022-08-31,0,7413.732928205147,7351.049343320121,6545.0,8199.709,7837.0,423.2670717948531,423.2670717948531,5.4008813550446995,1.0,IMPORTACIONES_MES,dato del mes,True
2022-03,IMPORTACIONES,millones de US$,millones de USD,mes,2022-09-30,6,6042.70071097117,6080.172957153631,5681.026000000001,6512.094708705303,7137.0,1094.2992890288297,1094.2992890288297,15.332762911991448,0.0,IMPORTACIONES_MES,dato del mes,True
2022-04,IMPORTACIONES,millones de US$,millones de USD,mes,2022-09-30,5,6148.714451140861,6279.904992540864,5770.442066202766,7098.900167699054,7137.0,988.2855488591395,988.2855488591395,13.847352513088683,0.0,IMPORTACIONES_MES,dato del mes,True
2022-05,IMPORTACIONES,millones de US$,millones de USD,mes,2022-09-30,4,6427.26,6496.664433186281,5888.3,7447.1,7137.0,709.7399999999998,709.7399999999998,9.944514501891549,1.0,IMPORTACIONES_MES,dato del mes,True
2022-06,IMPORTACIONES,millones de US$,millones de USD,mes,2022-09-30,3,6420.0,6539.497829498675,5800.0,7428.900838495267,7137.0,717.0,717.0,10.046237915090375,1.0,IMPORTACIONES_MES,dato del mes,True
2022-07,IMPORTACIONES,millones de US$,millones de USD,mes,2022-09-30,2,6461.3,6483.041191551401,5730.0,7403.300200000001,7137.0,675.6999999999998,675.6999999999998,9.46756340198963,1.0,IMPORTACIONES_MES,dato del mes,True
2022-08,IMPORTACIONES,millones de US$,millones de USD,mes,2022-09-30,1,6701.0,6714.034388060274,5869.007972819247,7931.732650961498,7137.0,436.0,436.0,6.109009387697912,1.0,IMPORTACIONES_MES,dato del mes,True
2022-04,IMPORTACIONES,millones de US$,millones de USD,mes,2022-10-31,6,5802.0,5972.841417153162,5300.0,6740.8,6079.0,277.0,277.0,4.556670505017273,1.0,IMPORTACIONES_MES,dato del mes,True
2022-05,IMPORTACIONES,millones de US$,millones de USD,mes,2022-10-31,5,6014.024736349311,6119.901544990308,5308.6,7164.466565962525,6079.0,64.97526365068916,64.97526365068916,1.0688478968693726,1.0,IMPORTACIONES_MES,dato del mes,True
2022-06,IMPORTACIONES,millones de US$,millones de USD,mes,2022-10-31,4,6074.241482572675,6110.154313158457,5300.0,7069.863173006655,6079.0,4.758517427325387,4.758517427325387,0.0782779639303403,1.0,IMPORTACIONES_MES,dato del mes,True
2022-07,IMPORTACIONES,millones de US$,millones de USD,mes,2022-10-31,3,6117.0,6128.352323847747,5228.550549615215,6997.724877971208,6079.0,-38.0,38.0,-0.6251028129626583,1.0,IMPORTACIONES_MES,dato del mes,True
2022-08,IMPORTACIONES,millones de US$,millones de USD,mes,2022-10-31,2,6248.398966131155,6251.879117343772,5314.084642792711,7054.5,6079.0,-169.39896613115525,169.39896613115525,-2.7866255326724008,1.0,IMPORTACIONES_MES,dato del mes,True
2022-10,IMPORTACIONES,millones de US$,millones de USD,mes,2022-10-31,0,6523.184058221468,6583.122564510276,5779.242262155378,7036.386040535326,6079.0,-444.18405822146815,444.18405822146815,-7.306860638616025,1.0,IMPORTACIONES_MES,dato del mes,True
2022-05,IMPORTACIONES,millones de US$,millones de USD,mes,2022-11-30,6,5855.091675116735,6168.050242788713,5500.0,7280.872279464355,5762.0,-93.09167511673513,93.09167511673513,-1.6156139381592352,1.0,IMPORTACIONES_MES,dato del mes,True
2022-06,IMPORTACIONES,millones de US$,millones de USD,mes,2022-11-30,5,5939.368318250244,6109.013824377771,5000.0,7497.1,5762.0,-177.36831825024365,177.36831825024365,-3.078242246619987,1.0,IMPORTACIONES_MES,dato del mes,True
2022-07,IMPORTACIONES,millones de US$,millones de USD,mes,2022-11-30,4,6226.591675116735,6047.437204293854,5000.0,7098.275000000001,5762.0,-464.59167511673513,464.59167511673513,-8.063028030488288,1.0,IMPORTACIONES_MES,dato del mes,True
2022-08,IMPORTACIONES,millones de US$,millones de USD,mes,2022-11-30,3,6120.523559553168,6174.609198826,5100.267762079005,7096.475,5762.0,-358.5235595531676,358.5235595531676,-6.222206864858862,1.0,IMPORTACIONES_MES,dato del mes,True
2022-10,IMPORTACIONES,millones de US$,millones de USD,mes,2022-11-30,1,6386.967398773795,6474.52293474675,5900.884,7063.788,5762.0,-624.9673987737951,624.9673987737951,-10.846362352894744,0.0,IMPORTACIONES_MES,dato del mes,True
2022-11,IMPORTACIONES,millones de US$,millones de USD,mes,2022-11-30,0,6336.472895423839,6246.021040961348,5649.0,6744.249,5762.0,-574.472895423839,574.472895423839,-9.970025953207896,1.0,IMPORTACIONES_MES,dato del mes,True
2022-06,IMPORTACIONES,millones de US$,millones de USD,mes,2022-12-31,6,6000.0,6121.336943338995,5000.0,7777.0,5017.0,-983.0,983.0,-19.593382499501693,1.0,IMPORTACIONES_MES,dato del mes,True
2022-07,IMPORTACIONES,millones de US$,millones de USD,mes,2022-12-31,5,5874.773537664358,6031.59792324622,5211.670760933781,7020.635183703544,5017.0,-857.7735376643577,857.7735376643577,-17.097339797974044,0.0,IMPORTACIONES_MES,dato del mes,True
2022-08,IMPORTACIONES,millones de US$,millones de USD,mes,2022-12-31,4,6078.0,6167.513915172966,5281.3,7255.513515111082,5017.0,-1061.0,1061.0,-21.148096471995217,0.0,IMPORTACIONES_MES,dato del mes,True
2022-10,IMPORTACIONES,millones de US$,millones de USD,mes,2022-12-31,2,6295.295326686591,6325.045457178207,5581.0,6849.392880660344,5017.0,-1278.2953266865907,1278.2953266865907,-25.479276991959154,0.0,IMPORTACIONES_MES,dato del mes,True
2022-11,IMPORTACIONES,millones de US$,millones de USD,mes,2022-12-31,1,6228.71203692332,6230.020744057332,5401.450093503156,6773.1,5017.0,-1211.7120369233198,1211.7120369233198,-24.152123518503483,0.0,IMPORTACIONES_MES,dato del mes,True
2022-12,IMPORTACIONES,millones de US$,millones de USD,mes,2022-12-31,0,5950.0,5997.552573170268,5302.835087719298,6659.028,5017.0,-933.0,933.0,-18.596770978672513,0.0,IMPORTACIONES_MES,dato del mes,True
2022-07,IMPORTACIONES,millones de US$,millones de USD,mes,2023-01-31,6,5653.618200989208,5690.037226502607,4900.0,6597.006333333333,5367.98151918,-285.6366818092083,285.6366818092083,-5.321118949247826,1.0,IMPORTACIONES_MES,dato del mes,True
2022-08,IMPORTACIONES,millones de US$,millones de USD,mes,2023-01-31,5,5733.529489573933,5796.483048703593,4936.478812045038,6677.8,5367.98151918,-365.5479703939327,365.5479703939327,-6.809784442957116,1.0,IMPORTACIONES_MES,dato del mes,True
2022-10,IMPORTACIONES,millones de US$,millones de USD,mes,2023-01-31,3,5674.090585055468,5744.689388638689,4980.323906145346,6313.389019347945,5367.98151918,-306.10906587546833,306.10906587546833,-5.702498504917148,1.0,IMPORTACIONES_MES,dato del mes,True
2022-11,IMPORTACIONES,millones de US$,millones de USD,mes,2023-01-31,2,5499.5,5530.99492544226,5071.920378937471,6161.10451,5367.98151918,-131.51848082000015,131.51848082000015,-2.45005464996628,1.0,IMPORTACIONES_MES,dato del mes,True
2022-12,IMPORTACIONES,millones de US$,millones de USD,mes,2023-01-31,1,5472.5,5480.170004536352,5039.019736842106,5923.150173947751,5367.98151918,-104.51848082000015,104.51848082000015,-1.9470722923793922,1.0,IMPORTACIONES_MES,dato del mes,True
2023-01,IMPORTACIONES,millones de US$,millones de USD,mes,2023-01-31,0,5251.0,5283.750221988253,4805.106392724892,5732.188819785554,5367.98151918,116.98151917999985,116.98151917999985,2.17924593745378,1.0,IMPORTACIONES_MES,dato del mes,True
2022-08,IMPORTACIONES,millones de US$,millones de USD,mes,2023-02-28,6,5696.665103268986,5842.519787467432,5095.6,6533.164918085759,5028.5955485,-668.0695547689857,668.0695547689857,-13.28541037602968,0.0,IMPORTACIONES_MES,dato del mes,True
2022-10,IMPORTACIONES,millones de US$,millones de USD,mes,2023-02-28,4,5810.366530725005,5780.063481429299,5100.0,6211.563648559802,5028.5955485,-781.7709822250044,781.7709822250044,-15.546507462868075,0.0,IMPORTACIONES_MES,dato del mes,True
2022-11,IMPORTACIONES,millones de US$,millones de USD,mes,2023-02-28,3,5516.545,5475.571141003645,4859.370787911303,6091.148,5028.5955485,-487.94945149999967,487.94945149999967,-9.703493685141412,1.0,IMPORTACIONES_MES,dato del mes,True
2022-12,IMPORTACIONES,millones de US$,millones de USD,mes,2023-02-28,2,5490.486778917988,5482.884926567664,4866.079541730848,6029.348692503227,5028.5955485,-461.8912304179876,461.8912304179876,-9.185292910577525,1.0,IMPORTACIONES_MES,dato del mes,True
2023-01,IMPORTACIONES,millones de US$,millones de USD,mes,2023-02-28,1,5365.427,5325.231401609009,4821.09924446821,5776.789499209133,5028.5955485,-336.8314514999993,336.8314514999993,-6.698320599684619,1.0,IMPORTACIONES_MES,dato del mes,True
2023-02,IMPORTACIONES,millones de US$,millones de USD,mes,2023-02-28,0,5290.448489189446,5313.385543398112,4934.5,5729.0,5028.5955485,-261.85294068944586,261.85294068944586,-5.207277820693991,1.0,IMPORTACIONES_MES,dato del mes,True
2022-10,IMPORTACIONES,millones de US$,millones de USD,mes,2023-03-31,5,6747.2605799369,6705.423971162359,5969.304793035486,7323.532081647399,6845.60693653,98.3463565930997,98.3463565930997,1.4366345819286979,1.0,IMPORTACIONES_MES,dato del mes,True
2022-11,IMPORTACIONES,millones de US$,millones de USD,mes,2023-03-31,4,6377.0,6474.636793566809,5535.776251878933,7240.1,6845.60693653,468.60693653,468.60693653,6.8453672680122395,1.0,IMPORTACIONES_MES,dato del mes,True
2022-12,IMPORTACIONES,millones de US$,millones de USD,mes,2023-03-31,3,6421.583024707028,6403.287813779243,5657.440821592152,7090.1,6845.60693653,424.02391182297197,424.02391182297197,6.194102520848317,1.0,IMPORTACIONES_MES,dato del mes,True
2023-01,IMPORTACIONES,millones de US$,millones de USD,mes,2023-03-31,2,6117.810561550154,6208.981687678465,5515.152946322733,6996.648582017136,6845.60693653,727.7963749798464,727.7963749798464,10.631582878300085,1.0,IMPORTACIONES_MES,dato del mes,True
2023-02,IMPORTACIONES,millones de US$,millones de USD,mes,2023-03-31,1,6107.230561550155,6066.004701565256,5199.1,6735.965,6845.60693653,738.3763749798454,738.3763749798454,10.78613455060749,0.0,IMPORTACIONES_MES,dato del mes,True
2023-03,IMPORTACIONES,millones de US$,millones de USD,mes,2023-03-31,0,5944.02665825775,5833.335071897853,5013.5,6503.7609,6845.60693653,901.5802782722503,901.5802782722503,13.170202242567791,0.0,IMPORTACIONES_MES,dato del mes,True
2022-10,IMPORTACIONES,millones de US$,millones de USD,mes,2023-04-30,6,6684.383890586645,6580.836862752124,5876.795,7079.943171242773,6091.24338786,-593.1405027266446,593.1405027266446,-9.73759321305053,1.0,IMPORTACIONES_MES,dato del mes,True
2022-11,IMPORTACIONES,millones de US$,millones de USD,mes,2023-04-30,5,6507.149876966758,6369.834810343144,5491.973658870492,7003.866,6091.24338786,-415.90648910675736,415.90648910675736,-6.827940744178262,1.0,IMPORTACIONES_MES,dato del mes,True
2022-12,IMPORTACIONES,millones de US$,millones de USD,mes,2023-04-30,4,6446.078153385284,6328.855135820708,5521.091481336275,6894.7,6091.24338786,-354.83476552528373,354.83476552528373,-5.825325683627717,1.0,IMPORTACIONES_MES,dato del mes,True
2023-01,IMPORTACIONES,millones de US$,millones de USD,mes,2023-04-30,3,6139.910620678069,6116.006510307216,5675.93912789928,6585.6544,6091.24338786,-48.66723281806844,48.66723281806844,-0.7989704189962832,1.0,IMPORTACIONES_MES,dato del mes,True
2023-02,IMPORTACIONES,millones de US$,millones de USD,mes,2023-04-30,2,6054.0,6052.865585448434,5481.30609348907,6558.852277718229,6091.24338786,37.24338786000044,37.24338786000044,0.611425048853366,1.0,IMPORTACIONES_MES,dato del mes,True
2023-03,IMPORTACIONES,millones de US$,millones de USD,mes,2023-04-30,1,5737.472380595931,5717.610855361157,5000.0,6431.6,6091.24338786,353.77100726406934,353.77100726406934,5.807861954246382,1.0,IMPORTACIONES_MES,dato del mes,True
2023-04,IMPORTACIONES,millones de US$,millones de USD,mes,2023-04-30,0,5995.069952846848,5768.073292516811,5000.0,6453.05569444896,6091.24338786,96.17343501315281,96.17343501315281,1.5788801873329976,1.0,IMPORTACIONES_MES,dato del mes,True
2022-11,IMPORTACIONES,millones de US$,millones de USD,mes,2023-05-31,6,6924.190000000001,6892.718858609197,5911.990415870609,7832.838958674538,7385.90273979,461.7127397899985,461.7127397899985,6.251270238133764,1.0,IMPORTACIONES_MES,dato del mes,True
2022-12,IMPORTACIONES,millones de US$,millones de USD,mes,2023-05-31,5,6844.0,6916.053057098052,6032.671452516316,7817.066958674538,7385.90273979,541.9027397899999,541.9027397899999,7.336987215802513,1.0,IMPORTACIONES_MES,dato del mes,True
2023-01,IMPORTACIONES,millones de US$,millones de USD,mes,2023-05-31,4,6633.287472025615,6682.568503469651,6000.0,7491.7,7385.90273979,752.615267764385,752.615267764385,10.189888687672912,1.0,IMPORTACIONES_MES,dato del mes,True
2023-02,IMPORTACIONES,millones de US$,millones de USD,mes,2023-05-31,3,6555.58088228246,6669.770182176158,6081.650359549624,7499.630000000001,7385.90273979,830.3218575075398,830.3218575075398,11.241982013036202,1.0,IMPORTACIONES_MES,dato del mes,True
2023-03,IMPORTACIONES,millones de US$,millones de USD,mes,2023-05-31,2,6235.0,6280.54896815129,5388.239648506869,7047.370000000001,7385.90273979,1150.90273979,1150.90273979,15.582424794057376,0.0,IMPORTACIONES_MES,dato del mes,True
2023-04,IMPORTACIONES,millones de US$,millones de USD,mes,2023-05-31,1,6307.37464859416,6135.419138805338,5329.037897789099,6948.083751046938,7385.90273979,1078.5280911958398,1078.5280911958398,14.602522253447722,0.0,IMPORTACIONES_MES,dato del mes,True
2023-05,IMPORTACIONES,millones de US$,millones de USD,mes,2023-05-31,0,6221.584327024187,6104.803414249082,5262.8,6784.8,7385.90273979,1164.3184127658133,1164.3184127658133,15.764063700612956,0.0,IMPORTACIONES_MES,dato del mes,True
2022-12,IMPORTACIONES,millones de US$,millones de USD,mes,2023-06-30,6,7166.0,7268.577428978958,6228.341968545379,8588.266311178822,7247.65177014,81.65177013999983,81.65177013999983,1.1265962097737843,1.0,IMPORTACIONES_MES,dato del mes,True
2023-01,IMPORTACIONES,millones de US$,millones de USD,mes,2023-06-30,5,6823.003860028692,7038.826895226257,6482.9,8230.8,7247.65177014,424.6479101113082,424.6479101113082,5.859110282599925,1.0,IMPORTACIONES_MES,dato del mes,True
2023-02,IMPORTACIONES,millones de US$,millones de USD,mes,2023-06-30,4,6943.947357092715,7031.138671549556,6197.389674605832,8152.68,7247.65177014,303.704413047285,303.704413047285,4.190383626025378,1.0,IMPORTACIONES_MES,dato del mes,True
2023-03,IMPORTACIONES,millones de US$,millones de USD,mes,2023-06-30,3,6400.25,6578.924946045807,5690.397,7676.288,7247.65177014,847.4017701399998,847.4017701399998,11.69208727206317,1.0,IMPORTACIONES_MES,dato del mes,True
2023-04,IMPORTACIONES,millones de US$,millones de USD,mes,2023-06-30,2,6301.0,6318.52786758499,5587.368,6968.996853649123,7247.65177014,946.6517701399998,946.6517701399998,13.061496332372958,0.0,IMPORTACIONES_MES,dato del mes,True
2023-05,IMPORTACIONES,millones de US$,millones de USD,mes,2023-06-30,1,6121.666537513145,6229.231320276301,5519.775704357518,6931.200000000001,7247.65177014,1125.9852326268547,1125.9852326268547,15.535862764072956,0.0,IMPORTACIONES_MES,dato del mes,True
2023-06,IMPORTACIONES,millones de US$,millones de USD,mes,2023-06-30,0,6599.483106159976,6560.117441914468,5769.8,7287.221211069315,7247.65177014,648.1686639800237,648.1686639800237,8.943154066127313,1.0,IMPORTACIONES_MES,dato del mes,True
2023-01,IMPORTACIONES,millones de US$,millones de USD,mes,2023-07-31,6,6880.256121896126,7023.35165961263,6347.647804992163,8156.376,6760.68283102,-119.57329087612652,119.57329087612652,-1.7686570109085598,1.0,IMPORTACIONES_MES,dato del mes,True
2023-02,IMPORTACIONES,millones de US$,millones de USD,mes,2023-07-31,5,6942.822331292398,6923.986911615614,6128.325632072153,7874.595,6760.68283102,-182.13950027239844,182.13950027239844,-2.694099173484206,1.0,IMPORTACIONES_MES,dato del mes,True
2023-03,IMPORTACIONES,millones de US$,millones de USD,mes,2023-07-31,4,6332.629648995106,6473.01288219658,5757.094015567209,7501.545000000001,6760.68283102,428.05318202489343,428.05318202489343,6.3315081142523,1.0,IMPORTACIONES_MES,dato del mes,True
2023-04,IMPORTACIONES,millones de US$,millones de USD,mes,2023-07-31,3,6231.779254929301,6245.564259155031,5665.6,7076.52,6760.68283102,528.9035760906991,528.9035760906991,7.823227169657095,1.0,IMPORTACIONES_MES,dato del mes,True
2023-05,IMPORTACIONES,millones de US$,millones de USD,mes,2023-07-31,2,6218.303288750205,6140.43772315911,5542.8,6647.545027269179,6760.68283102,542.3795422697949,542.3795422697949,8.022555647503506,0.0,IMPORTACIONES_MES,dato del mes,True
2023-06,IMPORTACIONES,millones de US$,millones de USD,mes,2023-07-31,1,6539.0,6349.983519284678,5673.015302932396,6822.186110650461,6760.68283102,221.68283101999987,221.68283101999987,3.279000606312337,1.0,IMPORTACIONES_MES,dato del mes,True
2023-07,IMPORTACIONES,millones de US$,millones de USD,mes,2023-07-31,0,6500.0,6321.23112720698,5498.696630175509,6891.190946430179,6760.68283102,260.68283101999987,260.68283101999987,3.855865413829361,1.0,IMPORTACIONES_MES,dato del mes,True
2023-02,IMPORTACIONES,millones de US$,millones de USD,mes,2023-08-31,6,6790.741915299379,6824.786259902558,6000.0,7445.015,6884.65869927,93.91678397062151,93.91678397062151,1.3641458214999063,1.0,IMPORTACIONES_MES,dato del mes,True
2023-03,IMPORTACIONES,millones de US$,millones de USD,mes,2023-08-31,5,6443.416377319096,6473.368263238037,5851.444759668686,7233.536,6884.65869927,441.2423219509046,441.2423219509046,6.409066029630354,1.0,IMPORTACIONES_MES,dato del mes,True
2023-04,IMPORTACIONES,millones de US$,millones de USD,mes,2023-08-31,4,6154.647726607895,6185.344478567958,5612.92,7035.091106024103,6884.65869927,730.0109726621058,730.0109726621058,10.60344462303572,1.0,IMPORTACIONES_MES,dato del mes,True
2023-05,IMPORTACIONES,millones de US$,millones de USD,mes,2023-08-31,3,6100.0,6118.274112975138,5535.6,6745.599999999999,6884.65869927,784.6586992700004,784.6586992700004,11.397205490421769,0.0,IMPORTACIONES_MES,dato del mes,True
2023-06,IMPORTACIONES,millones de US$,millones de USD,mes,2023-08-31,2,6225.5,6245.737408987915,5497.019953012855,6977.929624421662,6884.65869927,659.1586992700004,659.1586992700004,9.574311931249298,1.0,IMPORTACIONES_MES,dato del mes,True
2023-07,IMPORTACIONES,millones de US$,millones de USD,mes,2023-08-31,1,6151.075848001078,6122.687342566137,5336.696856148685,6756.52787170916,6884.65869927,733.5828512689222,733.5828512689222,10.65532633225095,0.0,IMPORTACIONES_MES,dato del mes,True
2023-08,IMPORTACIONES,millones de US$,millones de USD,mes,2023-08-31,0,6101.0,5997.680039300571,5016.333371338405,6631.989109744829,6884.65869927,783.6586992700004,783.6586992700004,11.38268044214151,0.0,IMPORTACIONES_MES,dato del mes,True
2023-03,IMPORTACIONES,millones de US$,millones de USD,mes,2023-09-30,6,6141.997616812909,6146.872961721309,5323.285538845353,6928.7,6525.13384264,383.13622582709104,383.13622582709104,5.871699110957672,1.0,IMPORTACIONES_MES,dato del mes,True
2023-04,IMPORTACIONES,millones de US$,millones de USD,mes,2023-09-30,5,5895.0,5887.556015145486,5153.78,6600.0,6525.13384264,630.1338426399998,630.1338426399998,9.657025554360956,1.0,IMPORTACIONES_MES,dato del mes,True
2023-05,IMPORTACIONES,millones de US$,millones de USD,mes,2023-09-30,4,5981.945562132241,5868.914331030332,5077.0,6423.3,6525.13384264,543.1882805077585,543.1882805077585,8.32455384988686,0.0,IMPORTACIONES_MES,dato del mes,True
